train_loss,val_loss,train_mae,val_mae
0.023205024665319738,0.014090865925939073,20.1316116254803,13.866647567412926
0.01505944336631314,0.008253051351247117,14.459626606822349,9.452945336161205
0.01384516876522686,0.006936569932011256,13.591771568001015,8.475726439354178
0.0123320450196103,0.011581790393078904,12.508901976579947,12.048465275029255
0.011236188749438438,0.01139231869942685,11.714092923068364,11.988844816905287
0.011352054202152271,0.007562494368214439,11.802291939468612,8.98870044993934
0.011076989431017406,0.00655485058515148,11.576861566806045,8.145742165989812
0.01037137555771715,0.013145088762176195,11.051156174132492,13.24348234605159
0.010237563745764506,0.01644103030637235,10.97585635788839,15.651022379198789
0.00993896796875197,0.006268214269455046,10.76534933749233,7.853356906706016
0.009700495560763652,0.007156946870297325,10.566711200020228,8.632051241030252
0.010040689787931273,0.008157150090430014,10.829972873514734,9.541883628273851
0.009309698693013325,0.007851807107238123,10.27885307678689,9.20465655221813
0.009502835465853962,0.007744680576453125,10.437629440008077,9.181132803089293
0.008485376926191413,0.011560346095900703,9.632459787505818,12.137881563833632
0.008247224063300099,0.00994714782839961,9.494384348778668,10.920067451913976
0.007918821958834539,0.009312583713706107,9.23632963154904,10.44245515394841
0.00807858342440818,0.007236031838385019,9.342416516702325,8.774871436299732
